gene,#H0,#H1,#H2,#H3,#H4
564,1,0,NaN,NaN,NaN
565,0,0,NaN,NaN,NaN
566,NaN,0.023255813953488372,NaN,NaN,NaN
567,NaN,0.008264462809917356,NaN,NaN,NaN
568,0,0,NaN,NaN,NaN
569,1,0.7487684729064039,NaN,NaN,NaN
570,1,0,NaN,NaN,NaN
571,0,0.016597510373443983,NaN,NaN,NaN
572,1,0.7333333333333333,NaN,NaN,NaN
573,0,0.005714285714285714,NaN,NaN,NaN
574,0,0.42342342342342343,NaN,NaN,NaN
575,0,0.05521472392638037,NaN,NaN,NaN
576,0,0.3983739837398374,NaN,NaN,NaN
577,0,0.5577492596248766,NaN,NaN,NaN
578,0,0.1510791366906475,NaN,NaN,NaN
579,1,0,NaN,NaN,NaN
580,0,0.007575757575757576,NaN,NaN,NaN
581,0,0,NaN,NaN,NaN
582,1,0.6178571428571429,NaN,NaN,NaN
583,0,0.13580246913580246,NaN,NaN,NaN
584,0,0.7681159420289855,NaN,NaN,NaN
585,NaN,0,NaN,NaN,NaN
586,0,0.5769230769230769,NaN,NaN,NaN
587,1,0.42990654205607476,NaN,NaN,NaN
588,0,0.32608695652173914,NaN,NaN,NaN
589,0,0.007633587786259542,NaN,NaN,NaN
590,0,0,NaN,NaN,NaN
591,1,0.4206896551724138,NaN,NaN,NaN
592,0,0,NaN,NaN,NaN
593,0,0.30303030303030304,NaN,NaN,NaN
594,0,0,NaN,NaN,NaN
595,1,0.008403361344537815,NaN,NaN,NaN
596,0,0,NaN,NaN,NaN
597,0,0.012658227848101266,NaN,NaN,NaN
598,0,0,NaN,NaN,NaN
599,0,0.008658008658008658,NaN,NaN,NaN
600,0,0,NaN,NaN,NaN
601,0,0.5271739130434783,NaN,NaN,NaN
602,0,0.16,NaN,NaN,NaN
603,0,0,NaN,NaN,NaN
604,0.17391304347826086,0.37142857142857144,NaN,NaN,NaN
605,NaN,0.735632183908046,NaN,NaN,NaN
606,0,0.4765625,NaN,NaN,NaN
607,0,0.5769230769230769,NaN,NaN,NaN
608,0,0.4905094905094905,NaN,NaN,NaN
609,1,0,NaN,NaN,NaN
610,0,0,NaN,NaN,NaN
611,1,0,NaN,NaN,NaN
612,0,0.008403361344537815,NaN,NaN,NaN
613,0,0,NaN,NaN,NaN
614,1,0.6200873362445415,NaN,NaN,NaN
615,0,0.14057507987220447,NaN,NaN,NaN
616,1,0.6893203883495146,NaN,NaN,NaN
617,0,0,NaN,NaN,NaN
618,0,0.008130081300813009,NaN,NaN,NaN
619,0,0.7831325301204819,NaN,NaN,NaN
620,0,0.6081081081081081,NaN,NaN,NaN
621,0,0,NaN,NaN,NaN
622,0,0.8397790055248618,NaN,NaN,NaN
623,0,0.7608695652173914,NaN,NaN,NaN
624,0,0.0136986301369863,NaN,NaN,NaN
625,0.22727272727272727,0.2288135593220339,NaN,NaN,NaN
626,0,0.018867924528301886,NaN,NaN,NaN
627,0,0.41379310344827586,NaN,NaN,NaN
628,NaN,0.011312217194570135,NaN,NaN,NaN
629,0,0.6205128205128205,NaN,NaN,NaN
630,0,0.4765625,NaN,NaN,NaN
631,0,0,NaN,NaN,NaN
632,1,0.00625,NaN,NaN,NaN
633,NaN,0.41,NaN,NaN,NaN
634,0,0.018292682926829267,NaN,NaN,NaN
635,1,0.006289308176100629,NaN,NaN,NaN
636,0,0.12403100775193798,NaN,NaN,NaN
637,0,0,NaN,NaN,NaN
638,1,0.75,NaN,NaN,NaN
639,0,0,NaN,NaN,NaN
640,0,0,NaN,NaN,NaN
641,0,0,NaN,NaN,NaN
642,0,0,NaN,NaN,NaN
643,0,0.010416666666666666,NaN,NaN,NaN
644,0,0.005681818181818182,NaN,NaN,NaN
645,1,0.0427807486631016,NaN,NaN,NaN
646,1,0.5538461538461539,NaN,NaN,NaN
647,NaN,0,NaN,NaN,NaN
648,0.8571428571428571,0.13814074717636837,NaN,NaN,NaN
649,0,0,NaN,NaN,NaN
650,0.8,0.7854855923159018,NaN,NaN,NaN
651,0,0.17415730337078653,NaN,NaN,NaN
652,0,0.5405405405405406,NaN,NaN,NaN
653,0,0.040268456375838924,NaN,NaN,NaN
654,0,0.011627906976744186,NaN,NaN,NaN
655,0,0.007142857142857143,NaN,NaN,NaN
656,0,0.5458333333333333,NaN,NaN,NaN
657,NaN,0,NaN,NaN,NaN
658,0,0.3902439024390244,NaN,NaN,NaN
659,1,0.16417910447761194,NaN,NaN,NaN
660,1,0.45454545454545453,NaN,NaN,NaN
661,1,0.42045454545454547,NaN,NaN,NaN
662,0,0.41379310344827586,NaN,NaN,NaN
663,0,0.6669394435351882,NaN,NaN,NaN
664,0,0.5857142857142857,NaN,NaN,NaN
665,0,0,NaN,NaN,NaN
666,0,0,NaN,NaN,NaN
667,NaN,0.008264462809917356,NaN,NaN,NaN
668,NaN,0.009259259259259259,NaN,NaN,NaN
669,NaN,0.94,NaN,NaN,NaN
670,0,0.006802721088435374,NaN,NaN,NaN
671,0,0.005714285714285714,NaN,NaN,NaN
672,1,0.008,NaN,NaN,NaN
673,0,0.39603960396039606,NaN,NaN,NaN
674,0,0.36551724137931035,NaN,NaN,NaN
675,1,0.0072992700729927005,NaN,NaN,NaN
676,NaN,0,NaN,NaN,NaN
677,0,0,NaN,NaN,NaN
678,1,0.3983739837398374,NaN,NaN,NaN
679,1,0.24334600760456274,NaN,NaN,NaN
680,1,0.20125786163522014,NaN,NaN,NaN
681,0,0,NaN,NaN,NaN
682,1,0.6257309941520468,NaN,NaN,NaN
683,0,0,NaN,NaN,NaN
684,0,0,NaN,NaN,NaN
685,0,0.005714285714285714,NaN,NaN,NaN
686,0,0,NaN,NaN,NaN
687,0,0.022058823529411766,NaN,NaN,NaN
688,0,0.7487684729064039,NaN,NaN,NaN
689,1,0,NaN,NaN,NaN
690,1,0.42276422764227645,NaN,NaN,NaN
691,NaN,0.7407407407407407,NaN,NaN,NaN
692,NaN,0.017964071856287425,NaN,NaN,NaN
693,0,0.17791411042944785,NaN,NaN,NaN
694,0.14285714285714285,0.3310344827586207,NaN,NaN,NaN
695,0,0.3810143042912874,NaN,NaN,NaN
696,1,0.012658227848101266,NaN,NaN,NaN
697,NaN,0.4897959183673469,NaN,NaN,NaN
698,0,0.8448275862068966,NaN,NaN,NaN
699,1,0.3902439024390244,NaN,NaN,NaN
700,0,0,NaN,NaN,NaN
701,0,0.1794871794871795,NaN,NaN,NaN
702,NaN,0.006369426751592357,NaN,NaN,NaN
703,1,0,NaN,NaN,NaN
704,NaN,0.32989690721649484,NaN,NaN,NaN
705,0.8,0.43697183098591547,NaN,NaN,NaN
706,0,0.048,NaN,NaN,NaN
707,0,0,NaN,NaN,NaN
708,0,0,NaN,NaN,NaN
709,0,0,NaN,NaN,NaN
710,0,0.010752688172043012,NaN,NaN,NaN
711,1,0.5733333333333334,NaN,NaN,NaN
712,0,0,NaN,NaN,NaN
713,0,0.27205882352941174,NaN,NaN,NaN
714,1,0,NaN,NaN,NaN
715,NaN,0.05504587155963303,NaN,NaN,NaN
716,1,0,NaN,NaN,NaN
717,NaN,0.32989690721649484,NaN,NaN,NaN
718,0,0.007698229407236336,NaN,NaN,NaN
719,0,0,NaN,NaN,NaN
720,NaN,0.412987012987013,NaN,NaN,NaN
721,NaN,0.06707317073170732,NaN,NaN,NaN
722,0,0,NaN,NaN,NaN
723,NaN,0,NaN,NaN,NaN
724,NaN,0.037037037037037035,NaN,NaN,NaN
725,1,0.2283464566929134,NaN,NaN,NaN
726,1,0,NaN,NaN,NaN
727,0,0,NaN,NaN,NaN
728,0,0,NaN,NaN,NaN
729,0,0.05025125628140704,NaN,NaN,NaN
730,1,0,NaN,NaN,NaN
731,0,0.3983739837398374,NaN,NaN,NaN
732,NaN,0.6842105263157895,NaN,NaN,NaN
733,NaN,0.6410256410256411,NaN,NaN,NaN
734,0,0.05982905982905983,NaN,NaN,NaN
735,0,0,NaN,NaN,NaN
736,0,0,NaN,NaN,NaN
737,0,0,NaN,NaN,NaN
738,0,0.192,NaN,NaN,NaN
739,0,0,NaN,NaN,NaN
740,0,0,NaN,NaN,NaN
741,0,0.42276422764227645,NaN,NaN,NaN
742,0,0.3983739837398374,NaN,NaN,NaN
743,1,0.03626943005181347,NaN,NaN,NaN
744,1,0,NaN,NaN,NaN
745,0,0.005714285714285714,NaN,NaN,NaN
746,NaN,0,NaN,NaN,NaN
747,0,0.48091603053435117,NaN,NaN,NaN
748,NaN,0,NaN,NaN,NaN
749,0,0.5345911949685535,NaN,NaN,NaN
750,0,0.009345794392523364,NaN,NaN,NaN
751,0.8620689655172413,0,NaN,NaN,NaN
752,NaN,0.0064516129032258064,NaN,NaN,NaN
753,0,0.04046242774566474,NaN,NaN,NaN
754,0,0.5735294117647058,NaN,NaN,NaN
755,0,0.725,NaN,NaN,NaN
756,1,0.06909547738693467,NaN,NaN,NaN
757,0,0.026981450252951095,NaN,NaN,NaN
758,0,0.07936507936507936,NaN,NaN,NaN
759,NaN,0,NaN,NaN,NaN
760,1,0,NaN,NaN,NaN
761,1,0.5052631578947369,NaN,NaN,NaN
762,0,0.008665511265164644,NaN,NaN,NaN
763,NaN,0.005780346820809248,NaN,NaN,NaN
764,1,0.46296296296296297,NaN,NaN,NaN
765,NaN,0,NaN,NaN,NaN
766,NaN,0.1391304347826087,NaN,NaN,NaN
767,0,0.028368794326241134,NaN,NaN,NaN
768,0,0,NaN,NaN,NaN
769,0,0.007042253521126761,NaN,NaN,NaN
770,NaN,0.009259259259259259,NaN,NaN,NaN
771,1,0,NaN,NaN,NaN
772,1,0,NaN,NaN,NaN
773,1,0.03076923076923077,NaN,NaN,NaN
774,NaN,0.006896551724137931,NaN,NaN,NaN
775,NaN,0.19480519480519481,NaN,NaN,NaN
776,0,0.5975609756097561,NaN,NaN,NaN
777,NaN,0.13262599469496023,NaN,NaN,NaN
778,1,0.06666666666666667,NaN,NaN,NaN
779,1,0,NaN,NaN,NaN
780,1,0,NaN,NaN,NaN
781,1,0,NaN,NaN,NaN
782,1,0.75,NaN,NaN,NaN
783,1,0.048,NaN,NaN,NaN
784,0,0,NaN,NaN,NaN
785,0,0.9024390243902439,NaN,NaN,NaN
786,0,0.7572128470332063,NaN,NaN,NaN
787,NaN,0.10344827586206896,NaN,NaN,NaN
788,NaN,0.42,NaN,NaN,NaN
789,0,0.1976401179941003,NaN,NaN,NaN
790,NaN,0.7184466019417476,NaN,NaN,NaN
791,NaN,0.006430868167202572,NaN,NaN,NaN
792,0,0.6420454545454546,NaN,NaN,NaN
793,1,0,NaN,NaN,NaN
794,NaN,0.4105263157894737,NaN,NaN,NaN
795,0,0,NaN,NaN,NaN
796,1,0,NaN,NaN,NaN
797,0,0,NaN,NaN,NaN
798,0,0.46296296296296297,NaN,NaN,NaN
799,0,0.38095238095238093,NaN,NaN,NaN
800,0,0.3983739837398374,NaN,NaN,NaN
801,1,0.3902439024390244,NaN,NaN,NaN
802,0,0.7052631578947368,NaN,NaN,NaN
803,0,0.7894736842105263,NaN,NaN,NaN
804,0,0.9024390243902439,NaN,NaN,NaN
805,0,0.5538461538461539,NaN,NaN,NaN
806,0,0.0030959752321981426,NaN,NaN,NaN
807,NaN,0,NaN,NaN,NaN
808,NaN,0.6153846153846154,NaN,NaN,NaN
809,0,0.49844623990055936,NaN,NaN,NaN
810,NaN,0.014925373134328358,NaN,NaN,NaN
811,1,0,NaN,NaN,NaN
812,0,0.6956521739130435,NaN,NaN,NaN
813,1,0,NaN,NaN,NaN
814,0,0,NaN,NaN,NaN
815,NaN,0.3565217391304348,NaN,NaN,NaN
816,0,0.8939393939393939,NaN,NaN,NaN
817,0,0.8397790055248618,NaN,NaN,NaN
818,0,0,NaN,NaN,NaN
819,0,0.6119733924611973,NaN,NaN,NaN
820,0,0.16853932584269662,NaN,NaN,NaN
821,1,0.16279069767441862,NaN,NaN,NaN
822,NaN,0.7419354838709677,NaN,NaN,NaN
823,0,0,NaN,NaN,NaN
824,0,0,NaN,NaN,NaN
825,NaN,0.35714285714285715,NaN,NaN,NaN
826,1,0.5210084033613446,NaN,NaN,NaN
827,1,0,NaN,NaN,NaN
828,0,0.004424778761061947,NaN,NaN,NaN
829,0,0.8333333333333334,NaN,NaN,NaN
830,1,0.4247787610619469,NaN,NaN,NaN
831,NaN,0,NaN,NaN,NaN
832,0,0,NaN,NaN,NaN
833,NaN,0.08571428571428572,NaN,NaN,NaN
834,NaN,0.4897959183673469,NaN,NaN,NaN
835,1,0.6210526315789474,NaN,NaN,NaN
836,0,0,NaN,NaN,NaN
837,0,0,NaN,NaN,NaN
838,0,0.85,NaN,NaN,NaN
839,0,0.7289156626506024,NaN,NaN,NaN
840,NaN,0,NaN,NaN,NaN
841,NaN,0,NaN,NaN,NaN
842,NaN,0,NaN,NaN,NaN
843,NaN,0,NaN,NaN,NaN
844,1,0,NaN,NaN,NaN
845,NaN,1,NaN,NaN,NaN
846,0.8529411764705882,0.20353600689952567,NaN,NaN,NaN
847,NaN,0.39285714285714285,NaN,NaN,NaN
848,NaN,0.9354838709677419,NaN,NaN,NaN
849,0,1,NaN,NaN,NaN
850,0,0,NaN,NaN,NaN
851,0,0,NaN,NaN,NaN
852,NaN,0.7058823529411765,NaN,NaN,NaN
853,1,0,NaN,NaN,NaN
854,0,0.4634920634920635,NaN,NaN,NaN
855,1,0.41379310344827586,NaN,NaN,NaN
856,0,0,NaN,NaN,NaN
857,NaN,0.21805792163543442,NaN,NaN,NaN
858,0,0.5265017667844523,NaN,NaN,NaN
859,1,0.10638297872340426,NaN,NaN,NaN
860,0,0.08108108108108109,NaN,NaN,NaN
861,0,0,NaN,NaN,NaN
862,0,0.6842105263157895,NaN,NaN,NaN
863,NaN,0.03550295857988166,NaN,NaN,NaN
864,NaN,0,NaN,NaN,NaN
865,NaN,0.3125,NaN,NaN,NaN
866,NaN,0,NaN,NaN,NaN
867,1,0,NaN,NaN,NaN
868,NaN,0.0547945205479452,NaN,NaN,NaN
869,0.5909090909090909,0.6031746031746031,NaN,NaN,NaN
870,NaN,0.7058823529411765,NaN,NaN,NaN
871,0,0.9669421487603306,NaN,NaN,NaN
872,1,0.19047619047619047,NaN,NaN,NaN
873,0,0.03934426229508197,NaN,NaN,NaN
874,NaN,0.75,NaN,NaN,NaN
875,NaN,1,NaN,NaN,NaN
876,NaN,0,NaN,NaN,NaN
877,NaN,0,NaN,NaN,NaN
878,NaN,0.8695652173913043,NaN,NaN,NaN
879,NaN,0.7066666666666667,NaN,NaN,NaN
880,NaN,0.07692307692307693,NaN,NaN,NaN
881,NaN,0,NaN,NaN,NaN
882,0,0,NaN,NaN,NaN
883,NaN,0,NaN,NaN,NaN
884,1,0,NaN,NaN,NaN
885,0,0,NaN,NaN,NaN
886,NaN,0.041666666666666664,NaN,NaN,NaN
887,NaN,0,NaN,NaN,NaN
888,NaN,NaN,NaN,NaN,NaN
889,NaN,0.7272727272727273,NaN,NaN,NaN
890,NaN,0,NaN,NaN,NaN
891,NaN,0.7906976744186046,NaN,NaN,NaN
892,0,0.005841121495327103,NaN,NaN,NaN
893,NaN,1,NaN,NaN,NaN
894,NaN,0.12955465587044535,NaN,NaN,NaN
895,NaN,0,NaN,NaN,NaN
896,NaN,NaN,NaN,NaN,NaN
897,NaN,0.05970149253731343,NaN,NaN,NaN
898,NaN,0.2702702702702703,NaN,NaN,NaN
899,1,NaN,NaN,NaN,NaN
900,NaN,0.8235294117647058,NaN,NaN,NaN
901,0,0.7058823529411765,NaN,NaN,NaN
902,NaN,0,NaN,NaN,NaN
903,0,0.07150153217568948,NaN,NaN,NaN
904,NaN,1,NaN,NaN,NaN
905,1,0,NaN,NaN,NaN
906,NaN,0.7368421052631579,NaN,NaN,NaN
907,NaN,0.75,NaN,NaN,NaN
908,NaN,0.02631578947368421,NaN,NaN,NaN
909,NaN,0,NaN,NaN,NaN
910,0,1,NaN,NaN,NaN
911,NaN,0,NaN,NaN,NaN
912,0,0.009523809523809525,NaN,NaN,NaN
913,NaN,0.6,NaN,NaN,NaN
914,1,0.08379888268156424,NaN,NaN,NaN
915,NaN,0.6,NaN,NaN,NaN
916,NaN,NaN,NaN,NaN,NaN
917,0,0.17647058823529413,NaN,NaN,NaN
918,NaN,0.6153846153846154,NaN,NaN,NaN
919,0,0.05555555555555555,NaN,NaN,NaN
920,NaN,0.07936507936507936,NaN,NaN,NaN
921,NaN,1,NaN,NaN,NaN
922,NaN,0.603448275862069,NaN,NaN,NaN
923,NaN,1,NaN,NaN,NaN
924,0,0.01694915254237288,NaN,NaN,NaN
925,0,0.09090909090909091,NaN,NaN,NaN
926,NaN,0,NaN,NaN,NaN
927,NaN,NaN,NaN,NaN,NaN
928,NaN,NaN,NaN,NaN,NaN
929,NaN,1,NaN,NaN,NaN
930,NaN,NaN,NaN,NaN,NaN
931,NaN,NaN,NaN,NaN,NaN
932,NaN,0,NaN,NaN,NaN
933,0,0.04697986577181208,NaN,NaN,NaN
934,NaN,0.29608938547486036,NaN,NaN,NaN
935,NaN,NaN,NaN,NaN,NaN
936,NaN,0.07692307692307693,NaN,NaN,NaN
937,NaN,0,NaN,NaN,NaN
938,0,0.6037735849056604,NaN,NaN,NaN
939,NaN,0,NaN,NaN,NaN
940,NaN,0,NaN,NaN,NaN
941,NaN,0,NaN,NaN,NaN
942,NaN,NaN,NaN,NaN,NaN
943,NaN,1,NaN,NaN,NaN
944,0,0.24806201550387597,NaN,NaN,NaN
945,NaN,NaN,NaN,NaN,NaN
946,NaN,1,NaN,NaN,NaN
947,NaN,0,NaN,NaN,NaN
948,NaN,0,NaN,NaN,NaN
949,NaN,0.8,NaN,NaN,NaN
950,NaN,NaN,NaN,NaN,NaN
951,NaN,0,NaN,NaN,NaN
952,NaN,0,NaN,NaN,NaN
953,NaN,NaN,NaN,NaN,NaN
954,NaN,0,NaN,NaN,NaN
955,0.9666666666666667,0.04280821917808219,NaN,NaN,NaN
956,0,NaN,NaN,NaN,NaN
957,1,0.030303030303030304,NaN,NaN,NaN
958,NaN,0,NaN,NaN,NaN
959,NaN,0.7777777777777778,NaN,NaN,NaN
960,NaN,0.35714285714285715,NaN,NaN,NaN
961,NaN,0.35978835978835977,NaN,NaN,NaN
962,NaN,NaN,NaN,NaN,NaN
963,0,0.22448979591836735,NaN,NaN,NaN
964,NaN,0.015384615384615385,NaN,NaN,NaN
965,NaN,NaN,NaN,NaN,NaN
966,NaN,NaN,NaN,NaN,NaN
967,NaN,0.7058823529411765,NaN,NaN,NaN
968,NaN,0.09302325581395349,NaN,NaN,NaN
969,NaN,NaN,NaN,NaN,NaN
970,NaN,NaN,NaN,NaN,NaN
971,NaN,0.23076923076923078,NaN,NaN,NaN
972,NaN,NaN,NaN,NaN,NaN
973,0,0.007836990595611285,NaN,NaN,NaN
974,NaN,0,NaN,NaN,NaN
975,NaN,1,NaN,NaN,NaN
976,NaN,NaN,NaN,NaN,NaN
977,1,NaN,NaN,NaN,NaN
978,NaN,NaN,NaN,NaN,NaN
979,NaN,0.6,NaN,NaN,NaN
980,0,0.7741935483870968,NaN,NaN,NaN
981,NaN,NaN,NaN,NaN,NaN
982,NaN,NaN,NaN,NaN,NaN
983,0,0.2032520325203252,NaN,NaN,NaN
984,NaN,0,NaN,NaN,NaN
985,NaN,0.3333333333333333,NaN,NaN,NaN
986,NaN,NaN,NaN,NaN,NaN
987,NaN,NaN,NaN,NaN,NaN
988,0.5862068965517241,0.08,NaN,NaN,NaN
989,NaN,NaN,NaN,NaN,NaN
990,1,NaN,NaN,NaN,NaN
991,NaN,1,NaN,NaN,NaN
992,NaN,NaN,NaN,NaN,NaN
993,0,0.01685985247629083,NaN,NaN,NaN
994,NaN,0.07692307692307693,NaN,NaN,NaN
995,NaN,NaN,NaN,NaN,NaN
996,NaN,0,NaN,NaN,NaN
997,NaN,0.6666666666666666,NaN,NaN,NaN
998,NaN,NaN,NaN,NaN,NaN
999,NaN,NaN,NaN,NaN,NaN
1000,NaN,0.4444444444444444,NaN,NaN,NaN
1001,NaN,NaN,NaN,NaN,NaN
1002,NaN,NaN,NaN,NaN,NaN
1003,1,0.020618556701030927,NaN,NaN,NaN
1004,0,0.4206896551724138,NaN,NaN,NaN
1005,NaN,NaN,NaN,NaN,NaN
1006,NaN,0,NaN,NaN,NaN
1007,NaN,0,NaN,NaN,NaN
1008,NaN,NaN,NaN,NaN,NaN
1009,NaN,NaN,NaN,NaN,NaN
1010,NaN,NaN,NaN,NaN,NaN
1011,NaN,0,NaN,NaN,NaN
1012,NaN,NaN,NaN,NaN,NaN
1013,1,0,NaN,NaN,NaN
1014,NaN,NaN,NaN,NaN,NaN
1015,NaN,NaN,NaN,NaN,NaN
1016,1,0,NaN,NaN,NaN
1017,NaN,NaN,NaN,NaN,NaN
1018,NaN,NaN,NaN,NaN,NaN
1019,NaN,NaN,NaN,NaN,NaN
1020,NaN,0,NaN,NaN,NaN
1021,NaN,NaN,NaN,NaN,NaN
1022,NaN,NaN,NaN,NaN,NaN
1023,0,0.4765625,NaN,NaN,NaN
1024,NaN,NaN,NaN,NaN,NaN
1025,NaN,0,NaN,NaN,NaN
1026,NaN,NaN,NaN,NaN,NaN
1027,NaN,NaN,NaN,NaN,NaN
1028,NaN,NaN,NaN,NaN,NaN
1029,NaN,NaN,NaN,NaN,NaN
1030,0,0.01037344398340249,NaN,NaN,NaN
1031,NaN,NaN,NaN,NaN,NaN
1032,NaN,NaN,NaN,NaN,NaN
1033,NaN,0,NaN,NaN,NaN
1034,NaN,0.25,NaN,NaN,NaN
1035,NaN,0.07407407407407407,NaN,NaN,NaN
1036,NaN,NaN,NaN,NaN,NaN
1037,0,0.4206896551724138,NaN,NaN,NaN
1038,NaN,NaN,NaN,NaN,NaN
1039,NaN,NaN,NaN,NaN,NaN
1040,NaN,NaN,NaN,NaN,NaN
1041,NaN,0,NaN,NaN,NaN
1042,NaN,NaN,NaN,NaN,NaN
1043,NaN,NaN,NaN,NaN,NaN
1044,0,0,NaN,NaN,NaN
1045,NaN,NaN,NaN,NaN,NaN
1046,NaN,NaN,NaN,NaN,NaN
1047,NaN,NaN,NaN,NaN,NaN
1048,0,0.006134969325153374,NaN,NaN,NaN
1049,NaN,NaN,NaN,NaN,NaN
1050,NaN,NaN,NaN,NaN,NaN
1051,NaN,NaN,NaN,NaN,NaN
1052,NaN,NaN,NaN,NaN,NaN
1053,1,0.0642570281124498,NaN,NaN,NaN
1054,NaN,NaN,NaN,NaN,NaN
1055,NaN,0,NaN,NaN,NaN
1056,NaN,NaN,NaN,NaN,NaN
1057,NaN,NaN,NaN,NaN,NaN
1058,NaN,0.6666666666666666,NaN,NaN,NaN
1059,1,0.8397790055248618,NaN,NaN,NaN
1060,NaN,NaN,NaN,NaN,NaN
1061,NaN,NaN,NaN,NaN,NaN
1062,NaN,NaN,NaN,NaN,NaN
1063,NaN,0,NaN,NaN,NaN
1064,NaN,NaN,NaN,NaN,NaN
1065,NaN,NaN,NaN,NaN,NaN
1066,0,0.12738853503184713,NaN,NaN,NaN
1067,NaN,NaN,NaN,NaN,NaN
1068,NaN,NaN,NaN,NaN,NaN
1069,NaN,NaN,NaN,NaN,NaN
1070,NaN,NaN,NaN,NaN,NaN
1071,NaN,NaN,NaN,NaN,NaN
1072,0,0,NaN,NaN,NaN
1073,0,0,NaN,NaN,NaN
1074,NaN,NaN,NaN,NaN,NaN
1075,NaN,1,NaN,NaN,NaN
1076,0,0.005714285714285714,NaN,NaN,NaN
1077,NaN,NaN,NaN,NaN,NaN
1078,NaN,NaN,NaN,NaN,NaN
1079,NaN,NaN,NaN,NaN,NaN
1080,0,0.022222222222222223,NaN,NaN,NaN
1081,NaN,NaN,NaN,NaN,NaN
1082,NaN,NaN,NaN,NaN,NaN
1083,NaN,NaN,NaN,NaN,NaN
1084,1,0.4765625,NaN,NaN,NaN
1085,NaN,NaN,NaN,NaN,NaN
1086,NaN,NaN,NaN,NaN,NaN
1087,NaN,NaN,NaN,NaN,NaN
1088,NaN,NaN,NaN,NaN,NaN
1089,NaN,NaN,NaN,NaN,NaN
1090,NaN,1,NaN,NaN,NaN
1091,NaN,0,NaN,NaN,NaN
1092,0,0.005025125628140704,NaN,NaN,NaN
1093,NaN,NaN,NaN,NaN,NaN
1094,NaN,NaN,NaN,NaN,NaN
1095,0,0,NaN,NaN,NaN
1096,NaN,1,NaN,NaN,NaN
1097,NaN,NaN,NaN,NaN,NaN
1098,NaN,NaN,NaN,NaN,NaN
1099,NaN,NaN,NaN,NaN,NaN
1100,0,0.5419354838709678,NaN,NaN,NaN
1101,NaN,0,NaN,NaN,NaN
1102,NaN,NaN,NaN,NaN,NaN
1103,NaN,0,NaN,NaN,NaN
1104,1,0.17777777777777778,NaN,NaN,NaN
1105,NaN,NaN,NaN,NaN,NaN
1106,NaN,NaN,NaN,NaN,NaN
1107,0,0.32786885245901637,NaN,NaN,NaN
1108,NaN,0,NaN,NaN,NaN
1109,NaN,NaN,NaN,NaN,NaN
1110,NaN,NaN,NaN,NaN,NaN
1111,NaN,NaN,NaN,NaN,NaN
1112,NaN,NaN,NaN,NaN,NaN
1113,NaN,0,NaN,NaN,NaN
1114,0,0.09248554913294797,NaN,NaN,NaN
1115,NaN,NaN,NaN,NaN,NaN
1116,NaN,0,NaN,NaN,NaN
1117,1,0,NaN,NaN,NaN
1118,NaN,NaN,NaN,NaN,NaN
1119,NaN,NaN,NaN,NaN,NaN
1120,NaN,NaN,NaN,NaN,NaN
1121,NaN,NaN,NaN,NaN,NaN
1122,NaN,NaN,NaN,NaN,NaN
1123,NaN,NaN,NaN,NaN,NaN
